experiment_group,problem,metric,direction,reference_variant,comparison_variant,n_ref,n_cmp,n_pairs,n_nonzero_differences,n_nan_ref,n_nan_cmp,n_inf_ref,n_inf_cmp,n_unique_ref,n_unique_cmp,test_name,paired,test_executed,holm_included,p_value_raw,p_value_holm,effect_size_name,effect_size,effect_direction,status,reason_class,report_status,interpretation
A1_supplementary,DTLZ2_n_obj3,igd_plus,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,igd_plus,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,igd_plus,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,gd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,gd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,gd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,spread,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,spread,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,spread,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,DTLZ2_n_obj3,time_s,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.162351489067078e-06,9.162351489067078e-06,cliffs_delta_comparison_minus_reference,-0.29448491155046824,comparison_better,usable,ok,usable,comparison_better; significant after Holm
A1_supplementary,DTLZ2_n_obj3,time_s,lower,MOSADE,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.955838322639465e-07,1.991167664527893e-06,cliffs_delta_comparison_minus_reference,0.38189386056191466,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,DTLZ2_n_obj3,time_s,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,1.30385160446167e-08,3.91155481338501e-08,cliffs_delta_comparison_minus_reference,0.5837669094693028,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,WFG4,hv,higher,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,hv,higher,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,hv,higher,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,igd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,igd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,igd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,igd_plus,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,igd_plus,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,igd_plus,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,gd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,gd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,gd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,spread,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,spread,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,spread,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG4,time_s,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.313225746154785e-10,2.7939677238464355e-09,cliffs_delta_comparison_minus_reference,0.9375650364203955,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,WFG4,time_s,lower,MOSADE,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.313225746154785e-10,2.7939677238464355e-09,cliffs_delta_comparison_minus_reference,0.9375650364203955,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,WFG4,time_s,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,0.000131131149828434,0.000131131149828434,cliffs_delta_comparison_minus_reference,0.30697190426638915,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,WFG9,hv,higher,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,hv,higher,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,hv,higher,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,igd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,igd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,igd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,igd_plus,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,igd_plus,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,igd_plus,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,gd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,gd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,gd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,spread,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,spread,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,spread,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,WFG9,time_s,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.313225746154785e-10,2.7939677238464355e-09,cliffs_delta_comparison_minus_reference,-0.8626430801248699,comparison_better,usable,ok,usable,comparison_better; significant after Holm
A1_supplementary,WFG9,time_s,lower,MOSADE,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.313225746154785e-10,2.7939677238464355e-09,cliffs_delta_comparison_minus_reference,-0.8896982310093653,comparison_better,usable,ok,usable,comparison_better; significant after Holm
A1_supplementary,WFG9,time_s,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,0.011704971082508564,0.011704971082508564,cliffs_delta_comparison_minus_reference,-0.11550468262226847,comparison_better,usable,ok,usable,comparison_better; significant after Holm
A1_supplementary,ZDT1,hv,higher,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,hv,higher,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,hv,higher,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,igd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,igd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,igd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,igd_plus,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,igd_plus,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,igd_plus,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,gd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,gd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,gd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,spread,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,spread,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,spread,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT1,time_s,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,1.3811513781547546e-06,2.7623027563095093e-06,cliffs_delta_comparison_minus_reference,0.8668054110301769,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,ZDT1,time_s,lower,MOSADE,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,0.0018533961847424507,0.0018533961847424507,cliffs_delta_comparison_minus_reference,0.4797086368366285,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,ZDT1,time_s,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,9.313225746154785e-10,2.7939677238464355e-09,cliffs_delta_comparison_minus_reference,-0.7127991675338189,comparison_better,usable,ok,usable,comparison_better; significant after Holm
A1_supplementary,ZDT3,hv,higher,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,hv,higher,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,hv,higher,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,igd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,igd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,igd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,igd_plus,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,igd_plus,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,igd_plus,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,gd,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,gd,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,gd,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,spread,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,spread,lower,MOSADE,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,spread,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,0,0,0,0,0,31,31,Wilcoxon signed-rank,True,False,False,1.0,1.0,cliffs_delta_comparison_minus_reference,0.0,no_effect,all_zero_differences_no_effect,all_zero_differences,usable,paired values are identical; no effect
A1_supplementary,ZDT3,time_s,lower,MOSADE,MOSADE_fixed_eps_initial,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,4.163011908531189e-07,1.2489035725593567e-06,cliffs_delta_comparison_minus_reference,0.7336108220603538,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,ZDT3,time_s,lower,MOSADE,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,1.3811513781547546e-06,2.7623027563095093e-06,cliffs_delta_comparison_minus_reference,0.6753381893860562,reference_better,usable,ok,usable,reference_better; significant after Holm
A1_supplementary,ZDT3,time_s,lower,MOSADE_fixed_eps_initial,MOSADE_eps_zero,31,31,31,31,0,0,0,0,31,31,Wilcoxon signed-rank,True,True,True,0.028926550410687923,0.028926550410687923,cliffs_delta_comparison_minus_reference,-0.20291363163371487,comparison_better,usable,ok,usable,comparison_better; significant after Holm
